STATION,LATITUDE,LONGITUDE,ELEVATION,NAME,STATION_COUNT
99801399999,32.5745,-117.12700000000001,4.0,"TIJUANA RIVER RESERVE, CA US",13
72483623208,38.66667,-121.4,23.5,"SACRAMENTO MCCLELLAN AFB, CA US",23
72227653820,31.41912,-87.04844,79.1,"EVERGREEN MIDDLETON FIELD, AL US",16
99728099999,40.8,-73.77,10.0,"KINGS POINT, NY US",13
71798099999,48.43,-123.43,3.0,"ESQUIMALT HARBOUR, CA",19
99821899999,29.866666600000002,-89.6666666,5.0,"SHELL BEACH, LA US",13
72557014943,42.391690000000004,-96.37948,332.8,"SIOUX CITY AIRPORT, IA US",31
72211800482,27.071609999999996,-82.44033,5.8,"VENICE MUNICIPAL AIRPORT, FL US",11
72033353175,33.89765,-117.60243,162.5,"CORONA MUNICIPAL AIRPORT, CA US",16
74704303165,34.08333,-118.03333,90.2,"EL MONTE EMSU, CA US",16
72429563888,39.84028,-83.84,320.3,"SPRINGFIELD BECKLEY MUNICIPAL AIRPORT, OH US",16
99849099999,29.689,-93.84200000000001,11.4,"TEXAS POINT, TX US",9
72747704970,48.85583,-95.69694,322.8,"ROSEAU MUNICIPAL RUDY BILLBERG FIELD AIRPORT, MN US",16
72086900295,38.946999999999996,-92.68299999999999,218.2,"JESSE VIERTEL MEMORIAL AIRPORT, MO US",12
72356453908,36.042429999999996,-95.99016,189.1,"TULSA RICHARD L JONES JR AIRPORT, OK US",16
72344154921,41.73,-98.05444,548.3,"ALBION MUNICIPAL AIRPORT, NE US",16
72741754825,45.40722,-83.81306,204.2,"ROGERS CITY PRESQUE ISLE CO AIRPORT, MI US",16
72244693987,31.23593,-94.75468000000001,87.1,"LUFKIN ANGELINA CO AIRPORT, TX US",32
74732023002,32.85,-106.1,1267.4,"HOLLOMAN AFB, NM US",16
72097299999,44.0166666,-92.4833333,355.0,"ST MARY HOSPITAL HELIPORT, MN US",11
72455503936,39.13456,-96.67894,319.3,"MANHATTAN ASOS, KS US",16
99731499999,38.87,-77.02,10.0,"WASHINGTON, DC US",13
74207963876,38.91472,-82.09861,196.0,"POINT PLAESANT MASON CO AIRPORT, WV US",16
72646454834,43.16667,-88.71667,249.9,"WATERTOWN MUNICIPAL AIRPORT, WI US",16
71892099999,49.193889,-123.184444,4.26,"VANCOUVER INTERNATIONAL, CA",30
72380523179,34.76783,-114.61842,270.6,"NEEDLES AIRPORT, CA US",31
72570024046,40.49296,-107.52399,1884.9,"CRAIG MOFFAT CO AIRPORT, CO US",15
99999994084,48.9676,-102.1702,561.4,"NORTHGATE 5 ESE, ND US",16
99847399999,28.885,-90.024,40.5,"LOUISIANA OFFSHORE OIL PORT, LA US",10
99725799999,45.99,-83.9,179.6,"9075099 DE TOUR VILLAGE MI, US",14
99729099999,41.17,-73.18,10.0,"BRIDGEPORT, CT US",13
72341993992,33.22072,-92.81404,78.0,"EL DORADO GOODWIN FIELD, AR US",31
72783424136,47.76667,-116.81667,703.2,"COEUR D ALENE AIR TERMINAL, ID US",16
72034763877,33.59778,-83.13889,206.3,"GREENSBORO GREENE CO REGIONAL AIRPORT, GA US",16
74777003852,30.41667,-86.68333,11.6,"VALPARAISO HURLBURT FIELD, FL US",28
99401199999,46.208,-123.76700000000001,2.0,"ASTORIA, OR US",13
72037800122,41.033,-80.417,327.1,"NEW CASTLE MUNICIPAL AIRPORT, PA US",16
72546314966,43.072503999999995,-92.610809,342.9,"NORTHEAST IOWA REGIONAL AIRPORT, IA US",16
72616454728,44.36594,-71.55216999999999,319.3,"WHITEFIELD MOUNT WASHINGTON REGIONAL AIRPORT, NH US",17
99416099999,34.62,-76.52,4.6,"CAPE LOOKOUT NC, NC US",26
72065100232,40.225,-83.352,311.2,"UNION CO AIRPORT, OH US",13
72410593760,38.26361,-78.89639,366.1,"STAUNTON, VA US",16
72505914702,42.468109999999996,-71.29463,39.0,"BEDFORD HANSCOM FIELD, MA US",16
72401703707,37.3575,-78.43778,127.1,"FARMVILLE REGIONAL AIRPORT, VA US",16
72281703068,38.76667,-104.3,1837.9,"BULLSEYE AUXILIARY AIRFIELD USAFA, CO US",16
99464099999,29.14,-83.03,1.8,"CEDAR KEY, FL US",16
72063600222,38.35,-93.68299999999999,251.2,"CLINTON MEMORIAL AIRPORT, MO US",13
74916799999,32.510624,-111.32789,576.68,"PINAL AIRPARK, AZ US",1
72019854813,46.412036,-86.650452,186.5,"MUNSING LAKESHORE, MI US",16
71389099999,46.6833333,-71.9666666,61.0,"DESCHAMBAULT CS QUE, CA",21
72344013964,35.333459999999995,-94.36525999999999,136.7,"FORT SMITH REGIONAL AIRPORT, AR US",32
72043999999,37.604006,-101.373561,934.82,"ULYSSES, KS US",4
A0735900240,42.938,-85.061,249.0,"IONIA CO AIRPORT, MI US",0
72597524235,42.6003,-123.3641,1168.0,"SEXTON SUMMIT, OR US",31
72057500173,40.031,-86.251,281.0,"INDIANAPOLIS EXECUTIVE AIRPORT, IN US",8
72365493091,35.88333,-106.28333,2185.7,"LOS ALAMOS MUNICIPAL AIRPORT, NM US",16
71714099999,46.783333299999995,-71.3833333,74.0,"QUEBEC JEAN LESAGE INTERNATIONAL QUE, CA",31
72323513896,34.74388,-87.59971,165.8,"MUSCLE SHOALS AIRPORT, AL US",32
72255512935,28.7248,-96.25353,3.1,"PALACIOS MUNICIPAL AIRPORT, TX US",31
A0000453929,34.14694,-97.1225,257.3,"ARDMORE DOWNTOWN AIRPORT, OK US",0
72533704807,41.61667,-87.41667,180.1,"GARY, IN US",16
72290993115,32.56797,-117.11715,7.2,"IMPERIAL BEACH REAM FIELD NAS, CA US",31
72212012833,29.633329999999997,-83.10528000000001,11.6,"CROSS CITY AIRPORT, FL US",31
72211912883,28.0,-82.05,45.1,"LAKELAND LINDER REGIONAL AIRPORT, FL US",16
72546214937,41.6394,-91.54455,198.7,"IOWA CITY MUNICIPAL AIRPORT, IA US",25
72309593719,35.06836,-77.04783,3.2,"NEW BERN ASOS, NC US",31
99999994075,40.0354,-105.5409,2995.6,"BOULDER 14 W, CO US",19
72545804907,42.74167,-93.75889000000001,354.2,"CLARION MUNICIPAL AIRPORT, IA US",16
99772999999,29.35,-94.72,3.0,"GALVESTON BAY N JETY, TX US",11
72354013919,35.41667,-97.38333,393.5,"OKLAHOMA CITY TINKER AFB, OK US",28
72522014750,43.33849,-73.61024,97.7,"GLENS FALLS AIRPORT, NY US",17
72212404998,40.14917,-97.58667,449.0,"HEBRON MUNICIPAL AIRPORT, NE US",16
72223013894,30.688190000000002,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",32
72688024155,45.6975,-118.83446,452.5,"PENDLETON E OR REGIONAL AIRPORT, OR US",31
71607099999,45.2166666,-67.25,26.0,"ST.STEPHEN AUT, CA",31
99999994082,40.2446,-108.9677,1847.7,"DINOSAUR 2 E, CO US",17
72757594925,47.96667,-97.4,278.3,"GRAND FORKS AF, ND US",27
99770799999,43.32,-70.55,6.0,"WELLS, ME US",13
72210703056,32.67528,-102.65444000000001,1010.4,"GAINES CO AIRPORT, TX US",16
A0001823162,39.38333,-112.51666999999999,1450.5,"DELTA FAA AIRPORT, UT US",0
99774399999,40.65,-74.06666659999999,72.0,"ROBBINS REEF, NJ US",13
72227553843,31.306140000000003,-86.39018,97.5,"ANDALUSIA OPP AIRPORT, AL US",16
72654704931,45.64389,-95.32028000000001,424.6,"GLENWOOD MUNICIPAL AIRPORT, MN US",16
74003503145,32.65,-114.61667,64.9,"YUMA MCAS, AZ US",17
72212203050,32.693329999999996,-100.95056,740.7,"SNYDER WINSTON FIELD AIRPORT, TX US",16
72037554844,46.007220000000004,-83.74278000000001,202.7,"DRUMMOND ISLAND AIRPORT, MI US",16
72681394195,43.65,-116.63333,740.4,"CALDWELL INDUSTRIAL AIRPORT, ID US",16
72794504205,48.16056,-122.15888999999999,41.8,"ARLINGTON MUNICIPAL AIRPORT, WA US",16
72504614707,41.32792,-72.04893,2.5,"GROTON NEW LONDON AIRPORT, CT US",31
72464093058,38.28868,-104.5057,1424.5,"PUEBLO MEMORIAL AIRPORT, CO US",32
99830699999,25.619,-81.044,3.0,"WILLY WILLY, FL US",12
71833099999,43.55,-80.2166666,325.0,"GUELPH TURFGRASS, CA",15
99847899999,38.042,-121.887,10.0,"PITTSBURG SUISUN BAY, CA US",10
72658694948,43.65,-94.41667,353.9,"FAIRMONT MUNICIPAL AIRPORT, MN US",16
72446203073,31.30694,-95.40389,106.1,"CROCKETT HOUSTON CO AIRPORT, TX US",17
74465653891,38.378609999999995,-88.4125,132.9,"FAIRFIELD MUNICIPAL AIRPORT, IL US",16
72613014755,44.270179999999996,-71.30336,1911.7,"MOUNT WASHINGTON, NH US",16
71377099999,45.4166666,-73.9166666,39.0,"STE ANNE DE BELLEVUE 1 QUE, CA",27
74791593718,33.816179999999996,-78.72043000000001,8.8,"NORTH MYRTLE BEACH, SC US",31
72207463840,38.08944,-88.12306,118.3,"CARMI MUNICIPAL AIRPORT, IL US",16
72562624091,40.51063,-101.62432,996.4,"IMPERIAL MUNICIPAL AIRPORT, NE US",32
72269593041,32.28333,-106.91667,1357.6,"LAS CRUCES MUNICIPAL AIRPORT, NM US",16
72203912885,26.19905,-80.17764,3.5,"FORT LAUDERDALE EXECUTIVE AIRPORT, FL US",16
99773199999,45.2,-85.55,184.0,"GRAND TRAVERSE LIGHT, MI US",13
72483023232,38.50659,-121.49604,5.9,"SACRAMENTO AIRPORT ASOS, CA US",31
72100299999,47.7,-111.95,1178.66,"HOTEL FAIRFIELD, MT US",9
72553394957,40.07912,-95.58928,298.8,"FALLS CITY BRENNER FIELD, NE US",22
99999953138,39.0118,-114.209,2016.9,"BAKER 5 W, NV US",17
99999954902,41.5562,-93.2855,280.7,"DES MOINES 17 E, IA US",18
99821199999,38.316666600000005,-75.08333329999999,0.0,"OCEAN CITY INLET, MD US",13
71189099999,48.2666666,-70.1166666,4.0,"POINTE CLAVEAU QUE, CA",27
74694003708,35.46028,-77.96472,40.8,"GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US",16
72219404896,40.29333,-88.14222,224.6,"RANTOUL NATIONAL AVIATION CENTER F ELLIOTT FIELD AIRPORT, IL US",16
99799499999,38.7666666,-76.7,3.0,"CHESAPEAKE BAY, MD US",13
72255293929,33.65139,-97.19694,255.7,"GAINESVILLE MUNICIPAL AIRPORT, TX US",16
72205512861,29.16667,-82.23333000000001,26.5,"OCALA JIM TAYLOR FIELD, FL US",16
72311913886,34.84872,-82.35006,309.9,"GREENVILLE DOWNTOWN AIRPORT, SC US",32
72396593209,35.66936,-120.62918,249.8,"PASO ROBLES MUNICIPAL AIRPORT, CA US",32
72493893231,37.51667,-122.25,1.5,"SAN CARLOS AIRPORT, CA US",16
72352803981,34.35307,-98.98761999999999,378.2,"FREDERICK MUNICIPAL AIRPORT, OK US",16
72096100336,40.711,-86.375,225.2,"LOGANSPORT CASS CO AIRPORT, IN US",11
72304613766,35.9172,-75.7024,4.0,"MANTEO, NC US",17
74531093065,38.96667,-104.81667,2003.1,"COLORADO SPRINGS USAF ACADEMY, CO US",28
99402499999,48.125,-123.44,5.0,"PORT ANGELES, WA US",13
72048899999,36.898889000000004,-89.56175,96.01,"SIKESTON MEM MUNICIPAL, MO US",7
74693503709,35.65361,-79.895,205.1,"ASHEBORO MUNICIPAL AIRPORT, NC US",16
72605504743,43.08333,-70.81667,30.5,"PORTSMOUTH PEASE AFB, NH US",16
71559099999,49.2166666,-102.9666666,580.6,"ESTEVAN, CA",11
74614123141,36.58333,-115.68333,951.9,"INDIAN SPRINGS, NV US",17
72535404806,41.71667,-85.98333000000001,237.1,"ELKHART MUNICIPAL AIRPORT, IN US",16
72539014836,42.77609,-84.59971999999999,261.2,"LANSING CAPITAL CITY AIRPORT, MI US",31
72032393947,30.24333,-98.90972,516.6,"FREDERICKSBURG GILLESPIE CO AIRPORT, TX US",16
72226903850,31.26667,-85.71667,91.7,"CAIRNS FIELD FORT RUCKER, AL US",28
71161099999,44.6333333,-75.7333333,120.0,"BROCKVILLE CLIMATE, CA",25
72517014737,40.649840000000005,-75.44773,117.4,"ALLENTOWN LEHIGH VALLEY INTERNATIONAL AIRPORT, PA US",32
72340693991,36.12528,-90.92444,83.2,"WALNUT RIDGE MUNICIPAL AIRPORT, AR US",17
72255012912,28.86245,-96.9301,33.7,"VICTORIA REGIONAL AIRPORT, TX US",32
72442013997,38.13178,-91.76468,338.5,"VICHY ROLLA NATIONAL AIRPORT, MO US",17
71154099999,49.1333333,-113.81666659999999,1289.0,"WATERTON PARK GATE, CA",28
71770099999,49.0833333,-116.5,646.0,"CRESTON CAMPBELL SCIENTIFIC BC, CA",26
72035923902,35.27472,-96.675,312.1,"SEMINOLE MUNICIPAL AIRPORT, OK US",12
72543094822,42.19325,-89.09334799999999,221.0,"ROCKFORD GREATER ROCKFORD AIRPORT, IL US",31
72216693845,30.776290000000003,-83.27393000000001,58.7,"VALDOSTA REGIONAL AIRPORT, GA US",30
99999953974,39.1027,-96.6098,346.6,"MANHATTAN 6 SSW, KS US",18
72473323170,38.41667,-110.7,1355.1,"HANKSVILLE AIRPORT, UT US",8
72276403029,35.65708,-109.06028,2055.2,"WINDOW ROCK AIRPORT, AZ US",16
72597024225,42.375029999999995,-122.87702,400.3,"MEDFORD INTERNATIONAL AIRPORT, OR US",32
72477003170,39.6013,-116.0055,1809.3,"EUREKA AIRPORT, NV US",12
72507914787,41.52991,-71.28331,45.1,"NEWPORT STATE AIRPORT, RI US",16
72651794039,43.026140000000005,-102.52001,1002.0,"PINE RIDGE AIRPORT, SD US",16
72232912936,29.71667,-91.33333,2.7,"PATTERSON, LA US",16
72747014918,48.55943,-93.39554,352.6,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",32
72261522001,29.366670000000003,-100.78333,329.8,"DEL RIO LAUGHLIN AFB, TX US",27
72493023230,37.7178,-122.23301000000001,1.5,"OAKLAND INTERNATIONAL AIRPORT, CA US",32
72546404977,41.674170000000004,-93.02167,290.5,"NEWTON MUNICIPAL AIRPORT, IA US",16
72774024135,45.96436,-112.50147,1677.8,"BUTTE BERT MOONEY AIRPORT, MT US",16
72356503959,36.7664,-96.01292,210.4,"BARTLESVILLE MUNICIPAL AIRPORT, OK US",16
71630099999,44.974722,-79.303333,281.94,"MUSKOKA, CA",30
71376099999,46.066666600000005,-74.55,239.0,"ST JOVITE QUE, CA",28
72497393203,39.8,-121.85,82.9,"CHICO ARMY FLYING SCHOOL, CA US",16
72659014929,45.44358,-98.41384000000001,395.6,"ABERDEEN REGIONAL AIRPORT, SD US",32
72056999999,37.011105,-112.531194,1483.76,"KANAB MUNICIPAL, UT US",5
72641304875,43.41667,-88.13333,269.4,"WEST BEND MUNICIPAL AIRPORT, WI US",16
72483893205,39.10205,-121.56884,18.9,"MARYSVILLE AIRPORT ASOS, CA US",16
72524014820,41.40568,-81.85191,236.8,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",31
74465363814,38.14889,-89.69861,164.0,"SPARTA COMMUNITY HUNTER FIELD AIRPORT, IL US",16
71388099999,48.3,-70.9166666,152.0,"LA BAIE, CA",21
72297553141,33.79,-118.05193999999999,10.7,"LOS ALAMITOS ARMY AIR FIELD, CA US",16
72781524237,47.2767,-121.3372,1206.7,"STAMPEDE PASS, WA US",30
72251712932,27.74131,-98.02507,52.0,"ALICE INTERNATIONAL AIRPORT, TX US",30
72097400344,35.178000000000004,-86.066,298.1,"WINCHESTER MUNICIPAL AIRPORT, TN US",10
72509854704,42.19123,-71.17326,13.0,"NORWOOD MEMORIAL AIRPORT, MA US",16
99999963869,30.5485,-87.8757,29.0,"FAIRHOPE 3 NE, AL US",16
72653994056,45.032601,-102.01999,784.0,"FAITH MUNICIPAL AIRPORT, SD US",16
72099299999,40.6333333,-103.833333,1459.08,"NOVEMBER GROVER, CO US",8
71209099999,49.1,-123.3,11.0,"SANDHEADS CS, CA",21
74794012868,28.48333,-80.56667,3.0,"COCOA BEACH CAPE KENNEDY AFS, FL US",17
71315099999,47.9833333,-66.33333329999999,42.0,"CHARLO AUTO NB, CA",18
72225593842,32.51625,-84.94218000000001,120.0,"COLUMBUS METROPOLITAN AIRPORT, GA US",32
72427303804,39.33948,-81.44379,245.3,"PARKERSBURG AIRPORT, WV US",31
71031099999,48.42,-123.23,15.0,"DISCOVERY ISLAND, CA",24
76113099999,30.716666600000003,-111.83333329999999,398.0,"ALTAR SON., MX",32
72343553921,34.5467,-93.57799999999999,214.0,"MOUNT IDA, AR US",17
72330753893,33.45,-88.58333,80.5,"GOLDEN TRIANGLE, MS US",16
74791013717,33.68333,-78.93333,7.6,"MYRTLE BEACH AFB, SC US",28
72099699999,47.1,-110.16666599999999,1336.55,"CHARLIE STANFORD, MT US",10
72306793726,35.31667,-77.63333,28.7,"KINSTON STALLINGS FIELD, NC US",27
72213653883,31.25889,-81.46611,7.9,"BRUNSWICK GLYNCO JETPORT AIRPORT, GA US",16
72083799999,45.35955,-117.253836,1256.11,"JOSEPH STATE, OR US",2
99768899999,38.22,-76.03,3.0,"BISHOPS HEAD, MD US",13
72244753903,30.744320000000002,-95.58657,105.4,"HUNTSVILLE MUNICIPAL AIRPORT, TX US",16
99457099999,24.46,-81.88,0.0,"SAND KEY FL, US",20
72433593894,38.32333,-88.85833000000001,146.3,"MOUNT VERNON OUTLAND AIRPORT, IL US",16
72513014777,41.333490000000005,-75.72273,289.9,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",31
72221403070,35.858059999999995,-102.01306,1129.3,"DUMAS MOORE CO AIRPORT, TX US",16
72098599999,41.316666600000005,-102.833333,1262.79,"HOTEL GURLEY, NE US",9
72645014898,44.47958,-88.1371,208.6,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",32
72341793988,34.179809999999996,-91.93444000000001,62.1,"PINE BLUFF GRIDER FIELD, AR US",32
99419099999,47.08,-90.73,191.7,"DEVILS ISLAND WI, WI US",24
71208199999,49.834167,-124.5,129.54,"POWELL RIVER, CA",17
72260003969,32.21528,-98.1775,402.6,"STEPHENVILLE CLARK FIELD, TX US",25
74790013849,33.96667,-80.46667,73.5,"SUMTER SHAW AFB, SC US",27
72220012832,29.726809999999997,-85.02481,5.5,"APALACHICOLA AIRPORT, FL US",27
99734099999,42.58,-87.8,196.0,"KENOSHA, WI US",13
99999994996,40.6954,-96.8541,418.2,"LINCOLN 11 SW, NE US",19
99820999999,36.1833333,-75.75,7.0,"DUCK PIER, NC US",12
72313993729,35.23238,-75.62223,3.8,"CAPE HATTERAS BILLY MITCHELL FIELD, NC US",25
72503794745,41.06236,-73.70454000000001,112.9,"WESTCHESTER CO AIRPORT, NY US",31
72665494054,44.381209999999996,-106.7195,1503.8,"BUFFALO JOHNSON CO AIRPORT, WY US",16
72323163883,34.67861,-86.68472,208.8,"REDSTONE ARSENAL ARMY AIRFIELD, AL US",16
72094300431,32.5205,-94.3077,108.8,"HARRISON CO AIRPORT, TX US",11
72644014925,43.903999999999996,-92.49207,397.9,"ROCHESTER INTERNATIONAL AIRPORT, MN US",31
99829999999,25.0833333,-80.7333333,3.0,"WHIPRAY BASIN, FL US",12
72581024193,40.7206,-114.0358,1291.4,"WENDOVER USAF AUXILIARY FIELD, UT US",28
72692024230,44.2558,-121.1407,929.2,"REDMOND AIRPORT, OR US",17
72463523067,38.049479999999996,-103.51335,1278.7,"LA JUNTA MUNICIPAL AIRPORT, CO US",31
72456513920,38.94144,-95.65125,315.1,"TOPEKA FORBES FIELD, KS US",31
99999953132,31.5907,-110.5087,1466.4,"ELGIN 5 S, AZ US",19
72235003940,32.31982,-90.07778,90.2,"JACKSON INTERNATIONAL AIRPORT, MS US",31
99769199999,36.93,-76.02,3.0,"CAPE HENRY, VA US",13
72679824150,45.69835,-110.44153999999999,1415.9,"LIVINGSTON AIRPORT, MT US",30
72217003813,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",31
72039200128,31.055999999999997,-82.76700000000001,57.3,"HOMERVILLE AIRPORT, GA US",15
99773899999,46.57,-90.43,186.0,"SAXON HARBOR, WI US",13
72607014606,44.797909999999995,-68.81851999999999,44.9,"BANGOR INTERNATIONAL AIRPORT, ME US",12
72668254914,45.55972,-93.60806,298.4,"PRINCETON MUNICIPAL AIRPORT, MN US",16
99999954811,41.843,-88.8513,262.4,"SHABBONA 5 NNE, IL US",19
72209704936,41.58417,-95.33944,375.2,"HARLAN MUNICIPAL AIRPORT, IA US",16
78062099999,26.558685999999998,-78.695553,2.13,"GRAND BAHAMA INTERNATIONAL, BF",32
72204012838,28.099690000000002,-80.6356,6.7,"MELBOURNE INTERNATIONAL AIRPORT, FL US",30
72248953911,32.71311,-96.26878,143.0,"TERRELL MUNICIPAL AIRPORT, TX US",16
72311553854,33.463771,-80.85345799999999,59.0,"ORANGEBURG MUNICIPAL AIRPORT, SC US",16
71784099999,49.35,-123.2,168.0,"WEST VANCOUVER AUT, CA",26
72407513735,39.36623,-75.07778,17.8,"MILLVILLE MUNICIPAL AIRPORT, NJ US",31
72745594931,47.380390000000006,-92.83246,408.2,"HIBBING CHISHOLM HIBBING AIRPORT, MN US",31
72046599999,36.8,-84.2,358.75,"WILLIAMSBURG WHITLEY CO ARPT, KY US",6
74739013961,32.82478,-97.36403,213.6,"FORT WORTH MEACHAM FIELD, TX US",17
72202912888,25.64226,-80.43467,1.8,"MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US",16
72406793744,39.33333,-76.41667,6.4,"BALTIMORE MARTIN FIELD, MD US",16
72278523111,33.55,-112.36667,330.7,"PHOENIX LUKE AFB, AZ US",27
99999913782,32.775,-79.9239,3.0,"DOWNTOWN CHARLESTON, SC US",16
72539404839,42.746340000000004,-86.09676999999999,206.5,"HOLLAND TULIP CITY AIRPORT, MI US",16
72538794899,47.467386,-87.87503199999999,185.0,"COPPER HARBOR, MI US",16
99404599999,29.73,-84.98,2.0,"APPALACHICOLA, FL US",13
76253099999,27.392639000000003,-109.83311100000002,62.48,"CIUDAD OBREGON INTERNATIONAL, MX",31
99999953149,38.3028,-111.2935,1891.0,"TORREY 7 E, UT US",15
72250012919,25.91459,-97.42314,5.7,"BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT, TX US",31
99999963828,31.3127,-84.4706,53.6,"NEWTON 8 W, GA US",19
72450613986,38.06824,-97.86075,463.2,"HUTCHINSON MUNICIPAL AIRPORT, KS US",31
72548304930,40.65917,-91.32667,220.7,"FORT MADISON MUNICIPAL AIRPORT, IA US",16
71282099999,44.533333299999995,-79.2166666,221.0,"LAGOON CITY ONT, CA",27
99409099999,48.22,-88.37,195.4,"PASSAGE ISLAND MI, MI US",24
72090200298,43.067,-83.26700000000001,254.2,"DUPONT LAPEER AIRPORT, MI US",9
72787094119,47.97416,-117.42921000000001,672.0,"DEER PARK AIRPORT, WA US",12
72785524114,47.63333,-117.65,750.1,"FAIRCHILD AFB, WA US",27
72061200203,32.4121,-80.6343,38.1,"BEAUFORT CO AIRPORT, SC US",13
74251353937,33.94222,-96.39444,212.8,"DURANT EAKER FIELD AIRPORT, OK US",16
99826599999,39.816666600000005,-75.4166666,3.0,"MARCUS HOOK, PA US",11
99773799999,47.27,-91.08,198.0,"SILVER BAY, MN US",12
72096700457,30.7183,-91.4786,12.2,"FALSE RIVER REGIONAL AIRPORT, LA US",11
72537614853,42.23666,-83.52638,215.7,"DETROIT WILLOW RUN AIRPORT, MI US",31
72512704726,40.31488,-78.83075,693.9,"JOHNSTOWN CAMBRIA CO AIRPORT, PA US",31
72423753803,37.75,-87.16667,122.8,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",16
99445099999,24.63,-81.11,0.0,"SOMBRERO KEY FL, FL US",22
71668099999,45.92,-66.6,35.0,"FREDERICKTON CDA CS, CA",17
72533014827,40.97248,-85.20636,243.0,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",31
76361599999,25.685194,-109.08080600000001,4.87,"VALLE DEL FUERTE INTERNATIONAL, MX",31
72224303738,34.89111,-79.75917,109.1,"ROCKINGHAM HAMLET AIRPORT, NC US",16
72306613713,35.3444,-77.9647,33.2,"GOLDSBORO SEYMOUR JOHNSON AFB, NC US",28
72219863819,36.2,-81.65,910.4,"BOONE WATAUGA CO HOSPITAL HELIPORT, NC US",19
72750854915,46.72472,-94.38167,394.7,"PINE RIVER REGIONAL AIRPORT, MN US",16
71578099999,46.8333333,-71.1833333,10.0,"BEAUPORT QUE, CA",19
72583524119,40.6118,-116.8917,1373.1,"BATTLE MOUNTAIN 4 SE, NV US",19
72059800191,33.183,-80.033,22.3,"BERKELEY CO AIRPORT, SC US",13
72215704949,40.52028,-90.65222,215.5,"MACOMB MUNICIPAL AIRPORT, IL US",16
72310813776,34.60817,-79.059,36.9,"LUMBERTON REGIONAL AIRPORT, NC US",24
99800199999,41.4,-82.55,184.0,"HURON LIGHT, OH US",13
72345013971,36.26727,-93.15657,418.0,"HARRISON BOONE CO AIRPORT, AR US",17
72213353946,35.43806,-94.80278,160.9,"SALLISAW MUNICIPAL AIRPORT, OK US",16
72045299999,38.541806,-83.74338900000001,278.28,"FLEMING MASON AIRPORT, KY US",8
72027312981,28.973059999999997,-95.86333,13.7,"BAY CITY MUNICIPAL AIRPORT, TX US",16
71051099999,49.3666666,-110.68333329999999,927.0,"MANYBERRIES AGCM, CA",28
72658794927,43.6449,-95.5802,478.5,"WORTHINGTON 2 NNE, MN US",16
99999963894,34.7728,-87.6399,161.5,"MUSCLE SHOALS 2 N, AL US",15
72272523078,32.25923,-107.72056,1311.6,"DEMING MUNICIPAL AIRPORT, NM US",16
72392623136,34.211420000000004,-119.08762,21.6,"CAMARILLO AIRPORT, CA US",17
A0001603036,37.58278,-109.48306000000001,1787.7,"BLANDING MUNICIPAL AIRPORT, UT US",0
71040099999,48.3,-71.1166666,163.0,"LATERRIERE QUE, CA",21
72327013897,36.11054,-86.68815,178.9,"NASHVILLE INTERNATIONAL AIRPORT, TN US",31
72206763823,30.218609999999998,-81.87639,24.7,"JACKSONVILLE CECIL FIELD AIRPORT, FL US",16
72043600142,37.45,-94.73299999999999,290.2,"ATKINSON MUNICIPAL AIRPORT, KS US",12
72343653922,36.28975,-94.31152,389.6,"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",16
71267099999,49.6333333,-112.8,929.0,"LETHBRIDGE, CA",16
72039400428,34.0998,-93.066,55.8,"DEXTER B FLORENCE MEMORIAL FIELD AIRPORT, AR US",9
72077599999,35.506975,-86.803886,218.54,"ELLINGTON, TN US",4
72546704973,40.75139,-95.41333,296.0,"SHENANDOAH MUNICIPAL AIRPORT, IA US",16
99999903739,37.2907,-75.92699999999999,8.8,"CAPE CHARLES 5 ENE, VA US",18
72215253957,36.43667,-99.52083,666.9,"WEST WOODWARD AIRPORT, OK US",17
72092600313,30.070999999999998,-94.21600000000001,10.1,"BEAUMONT MUNICIPAL AIRPORT, TX US",11
72073400264,43.581,-116.523,773.3,"NAMPA MUNICIPAL AIRPORT, ID US",12
72221763881,32.564440000000005,-82.98528,94.2,"DUBLIN MUNICIPAL AIRPORT, GA US",16
74491514775,42.16005,-72.71246,80.6,"WESTFIELD BARNES MUNICIPAL AIRPORT, MA US",31
72028503734,37.52111,-76.76472,7.3,"MIDDLE PENINSULA REGIONAL AIRPORT, VA US",16
72312314886,46.15,-89.21667,519.4,"KINGS LAND O LAKES AIRPORT, WI US",16
72695994281,45.246559999999995,-122.77095,59.6,"AURORA STATE AIRPORT, OR US",16
72614054742,44.42,-72.0194,212.4,"SAINT JOHNSBURY ASOS, VT US",29
72429804850,40.708059999999996,-84.0214,293.0,"LIMA ALLEN CO AIRPORT, OH US",16
